[2023-11-01 08:39:56] | UserAccount_ID: 1 | UserID: NULL | Action: /admin | 
[2023-11-01 08:45:17] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:17] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:18] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:19] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:19] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:20] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:20] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:20] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 08:45:22] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:26] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:45:28] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:45:34] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/1 | 
[2023-11-01 08:45:36] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:38] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/10 | 
[2023-11-01 08:45:38] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:39] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/10 | 
[2023-11-01 08:45:39] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:39] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/10 | 
[2023-11-01 08:45:39] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:40] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/9 | 
[2023-11-01 08:45:40] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:41] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/8 | 
[2023-11-01 08:45:41] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:42] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/7 | 
[2023-11-01 08:45:42] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:44] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/6 | 
[2023-11-01 08:45:44] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:46] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/5 | 
[2023-11-01 08:45:46] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:57] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/4 | 
[2023-11-01 08:45:57] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:57] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/3 | 
[2023-11-01 08:45:57] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:58] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/2 | 
[2023-11-01 08:45:58] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:45:59] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/1 | 
[2023-11-01 08:45:59] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:46:04] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:46:15] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:46:18] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:46:47] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/33 | 
[2023-11-01 08:46:49] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:46:52] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/33/0 | 
[2023-11-01 08:46:52] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:46:54] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:46:56] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/15 | 
[2023-11-01 08:46:56] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/16 | 
[2023-11-01 08:46:57] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/23 | 
[2023-11-01 08:46:59] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:04] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/16/0 | 
[2023-11-01 08:47:04] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:07] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/23/0 | 
[2023-11-01 08:47:07] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:10] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/45/0 | 
[2023-11-01 08:47:10] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:13] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:47:27] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/25 | 
[2023-11-01 08:47:30] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:31] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:34] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/2 | 
[2023-11-01 08:47:34] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:35] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/3 | 
[2023-11-01 08:47:35] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:35] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/4 | 
[2023-11-01 08:47:36] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:37] | UserAccount_ID: 1 | UserID: 14 | Action: /update-cart/4/5 | 
[2023-11-01 08:47:37] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:47:51] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:48:03] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/29 | 
[2023-11-01 08:48:04] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/30 | 
[2023-11-01 08:48:04] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/31 | 
[2023-11-01 08:48:05] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/32 | 
[2023-11-01 08:48:07] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/44 | 
[2023-11-01 08:48:07] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/44 | 
[2023-11-01 08:48:07] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/43 | 
[2023-11-01 08:48:10] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/42 | 
[2023-11-01 08:48:11] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/9 | 
[2023-11-01 08:48:11] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/41 | 
[2023-11-01 08:48:12] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/8 | 
[2023-11-01 08:48:13] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/35 | 
[2023-11-01 08:48:15] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:48:21] | UserAccount_ID: 1 | UserID: 14 | Action: /checkout-order/false | 
[2023-11-01 08:48:21] | UserAccount_ID: 1 | UserID: 14 | Action: /payment/77/9580 | 
[2023-11-01 08:48:22] | UserAccount_ID: 1 | UserID: 14 | Action: /order-paid/77 | 
[2023-11-01 08:48:25] | UserAccount_ID: 1 | UserID: 14 | Action: /order | 
[2023-11-01 08:48:27] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:48:29] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 08:48:30] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 08:49:26] | UserAccount_ID: 1 | UserID: 14 | Action: /admin | 
[2023-11-01 09:35:35] | UserAccount_ID: 1 | UserID: 14 | Action: / | 
[2023-11-01 09:39:37] | UserAccount_ID: 1 | UserID: 14 | Action: /ordered | 
[2023-11-01 09:39:48] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 09:39:50] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/16 | 
[2023-11-01 09:39:51] | UserAccount_ID: 1 | UserID: 14 | Action: /ordered | 
[2023-11-01 09:39:55] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 09:39:56] | UserAccount_ID: 1 | UserID: 14 | Action: /checkout-order/false | 
[2023-11-01 09:39:56] | UserAccount_ID: 1 | UserID: 14 | Action: /payment/78/40 | 
[2023-11-01 09:39:57] | UserAccount_ID: 1 | UserID: 14 | Action: /order-paid/78 | 
[2023-11-01 09:40:00] | UserAccount_ID: 1 | UserID: 14 | Action: /admin | 
[2023-11-01 09:40:01] | UserAccount_ID: 1 | UserID: 14 | Action: /order | 
[2023-11-01 09:40:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin | 
[2023-11-01 09:40:10] | UserAccount_ID: 1 | UserID: 14 | Action: /about | 
[2023-11-01 09:40:11] | UserAccount_ID: 1 | UserID: 14 | Action: /products | 
[2023-11-01 09:40:15] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 09:40:16] | UserAccount_ID: 1 | UserID: 14 | Action: /add-to-cart/4 | 
[2023-11-01 09:40:17] | UserAccount_ID: 1 | UserID: 14 | Action: /ordered | 
[2023-11-01 09:40:19] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 09:40:21] | UserAccount_ID: 1 | UserID: 14 | Action: /checkout-order/false | 
[2023-11-01 09:40:21] | UserAccount_ID: 1 | UserID: 14 | Action: /payment/79/2000 | 
[2023-11-01 09:40:22] | UserAccount_ID: 1 | UserID: 14 | Action: /order-paid/79 | 
[2023-11-01 09:40:24] | UserAccount_ID: 1 | UserID: 14 | Action: /admin | 
[2023-11-01 09:40:25] | UserAccount_ID: 1 | UserID: 14 | Action: /order | 
[2023-11-01 09:40:32] | UserAccount_ID: 1 | UserID: 14 | Action: /admin | 
[2023-11-01 09:46:12] | UserAccount_ID: 1 | UserID: 14 | Action: /admin | 
[2023-11-01 09:46:16] | UserAccount_ID: 1 | UserID: 14 | Action: /logout | 
[2023-11-01 09:46:16] | UserAccount_ID: 1 | UserID: NULL | Action: /login | 
[2023-11-01 09:46:20] | UserAccount_ID: 1 | UserID: NULL | Action: /about | 
[2023-11-01 09:46:20] | UserAccount_ID: 1 | UserID: NULL | Action: /products | 
[2023-11-01 09:46:23] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:24] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:24] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:24] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:24] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:24] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:24] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:25] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:25] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:25] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:25] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:25] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:25] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:26] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:26] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:26] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:26] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:26] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:26] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:27] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:27] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:27] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:27] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:27] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:28] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:28] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:28] | UserAccount_ID: 1 | UserID: NULL | Action: /add-to-cart/4 | 
[2023-11-01 09:46:29] | UserAccount_ID: 1 | UserID: NULL | Action: /cart | 
[2023-11-01 09:46:30] | UserAccount_ID: 1 | UserID: NULL | Action: /login | 
[2023-11-01 09:46:38] | UserAccount_ID: 1 | UserID: NULL | Action: /login | email: test@gmail.com | password: ******** | 
[2023-11-01 09:46:38] | UserAccount_ID: 1 | UserID: 14 | Action: / | 
[2023-11-01 09:46:42] | UserAccount_ID: 1 | UserID: 14 | Action: /cart | 
[2023-11-01 09:46:44] | UserAccount_ID: 1 | UserID: 14 | Action: /checkout-order/false | 
[2023-11-01 09:46:44] | UserAccount_ID: 1 | UserID: 14 | Action: /payment/80/27000 | 
[2023-11-01 09:46:45] | UserAccount_ID: 1 | UserID: 14 | Action: /order-paid/80 | 
[2023-11-01 09:46:49] | UserAccount_ID: 1 | UserID: 14 | Action: /order | 
[2023-11-01 09:46:50] | UserAccount_ID: 1 | UserID: 14 | Action: /admin | 
[2023-11-01 09:46:50] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-login | 
[2023-11-01 09:46:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-login | email: test@gmail.com | password: ******** | 
[2023-11-01 09:46:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 09:48:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 09:49:27] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 09:49:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 09:57:42] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 09:57:49] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:00:54] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:00:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/1 | 
[2023-11-01 10:00:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:00:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:00:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:00:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:00:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:01:04] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:01:08] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/10 | 
[2023-11-01 10:01:08] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:01:08] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:01:08] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:01:08] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:01:08] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:01:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/10 | 
[2023-11-01 10:01:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:01:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:01:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:01:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:01:41] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:01:43] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:23:49] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:23:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/10 | 
[2023-11-01 10:23:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:23:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:23:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:23:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:23:56] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/10 | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/10 | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/10 | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:24:05] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:24:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:25:16] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:25:51] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/1 | 
[2023-11-01 10:25:51] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:25:51] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:25:51] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:25:51] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:25:51] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:27:46] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/1 | 
[2023-11-01 10:27:47] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:27:47] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:27:47] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:27:47] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:27:47] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:27:51] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:27:55] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/1 | 
[2023-11-01 10:27:55] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:27:55] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:27:55] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:27:55] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/js/chart.js | 
[2023-11-01 10:27:55] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:29:53] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/1 | 
[2023-11-01 10:29:53] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
[2023-11-01 10:29:53] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/countprofile.png | 
[2023-11-01 10:29:53] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/coupon.png | 
[2023-11-01 10:29:53] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/order.png | 
[2023-11-01 10:29:57] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard | 
[2023-11-01 10:30:03] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard/1 | 
[2023-11-01 10:30:04] | UserAccount_ID: 1 | UserID: 14 | Action: /admin-dashboard../assets/img/products.png | 
